#p	 replica	 essentials	 correct	 fp	 fn
0.64	4	425	0.7030651340996169	0.1532567049808429	0.14367816091954022
0.66	4	429	0.710727969348659	0.1532567049808429	0.1360153256704981
0.68	4	432	0.7164750957854407	0.1532567049808429	0.13026819923371646
0.7000000000000001	4	429	0.7145593869731801	0.15134099616858238	0.13409961685823754
0.72	4	432	0.7203065134099617	0.15134099616858238	0.12835249042145594
0.74	4	431	0.7068965517241379	0.15708812260536398	0.1360153256704981
0.76	4	438	0.7126436781609196	0.16091954022988506	0.12643678160919541
0.78	4	437	0.7222222222222222	0.15517241379310345	0.12260536398467432
0.8	4	443	0.7222222222222222	0.16091954022988506	0.11685823754789272
0.8200000000000001	4	444	0.7164750957854407	0.16475095785440613	0.11877394636015326
0.84	4	444	0.7126436781609196	0.16666666666666666	0.1206896551724138
0.86	4	445	0.7068965517241379	0.17049808429118773	0.12260536398467432
0.88	4	445	0.710727969348659	0.1685823754789272	0.1206896551724138
0.9	4	441	0.710727969348659	0.16475095785440613	0.12452107279693486
0.92	4	448	0.7241379310344828	0.16475095785440613	0.1111111111111111
0.9400000000000001	4	447	0.7145593869731801	0.1685823754789272	0.11685823754789272
0.96	4	449	0.710727969348659	0.1724137931034483	0.11685823754789272
0.98	4	456	0.7241379310344828	0.1724137931034483	0.10344827586206896
1.0	4	457	0.7337164750957854	0.1685823754789272	0.09770114942528736
0.0	2	200	0.5440613026819924	0.017241379310344827	0.4386973180076628
0.02	2	233	0.5804597701149425	0.03065134099616858	0.3888888888888889
0.04	2	242	0.5823754789272031	0.038314176245210725	0.3793103448275862
0.06	2	260	0.5823754789272031	0.05555555555555555	0.3620689655172414
0.08	2	273	0.5919540229885057	0.06321839080459771	0.3448275862068966
0.1	2	279	0.5804597701149425	0.07471264367816093	0.3448275862068966
0.12	2	275	0.5613026819923371	0.08045977011494253	0.35823754789272033
0.14	2	283	0.5613026819923371	0.08812260536398467	0.3505747126436782
0.16	2	279	0.5498084291187739	0.09003831417624521	0.36015325670498083
0.18	2	290	0.5593869731800766	0.09578544061302682	0.3448275862068966
0.2	2	304	0.5670498084291188	0.1053639846743295	0.3275862068965517
0.22	2	310	0.578544061302682	0.1053639846743295	0.3160919540229885
0.24	2	315	0.5842911877394636	0.10727969348659004	0.30842911877394635
0.26	2	323	0.5842911877394636	0.11494252873563218	0.3007662835249042
0.28	2	334	0.6015325670498084	0.11685823754789272	0.28160919540229884
0.3	2	350	0.6091954022988506	0.12835249042145594	0.2624521072796935
0.32	2	353	0.60727969348659	0.13218390804597702	0.26053639846743293
0.34	2	362	0.6245210727969349	0.13218390804597702	0.24329501915708812
0.36	2	366	0.6398467432950191	0.12835249042145594	0.23180076628352492
0.38	2	368	0.6283524904214559	0.1360153256704981	0.23563218390804597
0.4	2	371	0.6264367816091954	0.13984674329501914	0.23371647509578544
0.42	2	380	0.6206896551724138	0.15134099616858238	0.22796934865900384
0.44	2	388	0.632183908045977	0.1532567049808429	0.21455938697318008
0.46	2	388	0.6436781609195402	0.1475095785440613	0.20881226053639848
0.48	2	387	0.6379310344827587	0.14942528735632185	0.21264367816091953
0.5	2	391	0.6455938697318008	0.14942528735632185	0.2049808429118774
0.52	2	394	0.6398467432950191	0.15517241379310345	0.2049808429118774
0.54	2	395	0.6455938697318008	0.1532567049808429	0.20114942528735633
0.56	2	404	0.6628352490421456	0.1532567049808429	0.1839080459770115
0.58	2	406	0.6551724137931034	0.15900383141762453	0.18582375478927204
0.6	2	406	0.6513409961685823	0.16091954022988506	0.18773946360153257
0.62	2	401	0.657088122605364	0.1532567049808429	0.1896551724137931
0.64	2	400	0.6551724137931034	0.1532567049808429	0.19157088122605365
0.66	2	408	0.6475095785440613	0.16475095785440613	0.18773946360153257
0.68	2	403	0.6379310344827587	0.16475095785440613	0.19731800766283525
0.7000000000000001	2	410	0.6436781609195402	0.1685823754789272	0.18773946360153257
0.72	2	408	0.632183908045977	0.1724137931034483	0.19540229885057472
0.74	2	412	0.6398467432950191	0.1724137931034483	0.18773946360153257
0.76	2	414	0.6475095785440613	0.17049808429118773	0.18199233716475097
0.78	2	417	0.6532567049808429	0.17049808429118773	0.17624521072796934
0.8	2	420	0.6590038314176245	0.17049808429118773	0.17049808429118773
0.8200000000000001	2	429	0.6647509578544061	0.17624521072796934	0.15900383141762453
0.84	2	430	0.6704980842911877	0.1743295019157088	0.15517241379310345
0.86	2	431	0.6724137931034483	0.1743295019157088	0.1532567049808429
0.88	2	442	0.6896551724137931	0.17624521072796934	0.13409961685823754
0.9	2	432	0.6896551724137931	0.16666666666666666	0.14367816091954022
0.92	2	437	0.6915708812260536	0.17049808429118773	0.13793103448275862
0.9400000000000001	2	434	0.6819923371647509	0.1724137931034483	0.14559386973180077
0.96	2	439	0.6915708812260536	0.1724137931034483	0.1360153256704981
0.98	2	437	0.6877394636015326	0.1724137931034483	0.13984674329501914
1.0	2	440	0.6896551724137931	0.1743295019157088	0.1360153256704981
0.0	7	200	0.5440613026819924	0.017241379310344827	0.4386973180076628
0.02	7	232	0.5593869731800766	0.040229885057471264	0.4003831417624521
0.04	7	245	0.5651340996168582	0.04980842911877394	0.3850574712643678
0.06	7	240	0.524904214559387	0.06513409961685823	0.4099616858237548
0.08	7	255	0.5383141762452107	0.07279693486590039	0.3888888888888889
0.1	7	265	0.5459770114942529	0.07854406130268199	0.37547892720306514
0.12	7	276	0.5555555555555556	0.0842911877394636	0.36015325670498083
0.14	7	290	0.5593869731800766	0.09578544061302682	0.3448275862068966
0.16	7	301	0.5727969348659003	0.09961685823754789	0.3275862068965517
0.18	7	316	0.5862068965517241	0.10727969348659004	0.3065134099616858
0.2	7	327	0.6149425287356322	0.10344827586206896	0.28160919540229884
0.22	7	343	0.6187739463601533	0.11685823754789272	0.26436781609195403
0.24	7	348	0.6283524904214559	0.11685823754789272	0.2547892720306513
0.26	7	347	0.6111111111111112	0.12452107279693486	0.26436781609195403
0.28	7	360	0.6245210727969349	0.13026819923371646	0.24521072796934865
0.3	7	372	0.6245210727969349	0.1417624521072797	0.23371647509578544
0.32	7	374	0.6283524904214559	0.1417624521072797	0.22988505747126436
0.34	7	379	0.6379310344827587	0.1417624521072797	0.22030651340996169
0.36	7	384	0.6513409961685823	0.13984674329501914	0.20881226053639848
0.38	7	384	0.6436781609195402	0.14367816091954022	0.21264367816091953
0.4	7	386	0.6436781609195402	0.14559386973180077	0.210727969348659
0.42	7	389	0.657088122605364	0.1417624521072797	0.20114942528735633
0.44	7	393	0.6724137931034483	0.13793103448275862	0.1896551724137931
0.46	7	386	0.6628352490421456	0.1360153256704981	0.20114942528735633
0.48	7	389	0.6685823754789272	0.1360153256704981	0.19540229885057472
0.5	7	395	0.6724137931034483	0.13984674329501914	0.18773946360153257
0.52	7	396	0.6781609195402298	0.13793103448275862	0.1839080459770115
0.54	7	402	0.6781609195402298	0.14367816091954022	0.1781609195402299
0.56	7	405	0.6800766283524904	0.14559386973180077	0.1743295019157088
0.58	7	408	0.6781609195402298	0.14942528735632185	0.1724137931034483
0.6	7	410	0.6819923371647509	0.14942528735632185	0.1685823754789272
0.62	7	413	0.6877394636015326	0.14942528735632185	0.16283524904214558
0.64	7	417	0.6954022988505747	0.14942528735632185	0.15517241379310345
0.66	7	423	0.6992337164750958	0.1532567049808429	0.1475095785440613
0.68	7	430	0.7126436781609196	0.1532567049808429	0.13409961685823754
0.7000000000000001	7	425	0.7030651340996169	0.1532567049808429	0.14367816091954022
0.72	7	433	0.710727969348659	0.15708812260536398	0.13218390804597702
0.74	7	425	0.6992337164750958	0.15517241379310345	0.14559386973180077
0.76	7	430	0.7011494252873564	0.15900383141762453	0.13984674329501914
0.78	7	438	0.7049808429118773	0.16475095785440613	0.13026819923371646
0.8	7	437	0.710727969348659	0.16091954022988506	0.12835249042145594
0.8200000000000001	7	436	0.7088122605363985	0.16091954022988506	0.13026819923371646
0.84	7	440	0.7088122605363985	0.16475095785440613	0.12643678160919541
0.86	7	443	0.710727969348659	0.16666666666666666	0.12260536398467432
0.88	7	444	0.7164750957854407	0.16475095785440613	0.11877394636015326
0.9	7	443	0.7222222222222222	0.16091954022988506	0.11685823754789272
0.92	7	448	0.7241379310344828	0.16475095785440613	0.1111111111111111
0.9400000000000001	7	449	0.7145593869731801	0.17049808429118773	0.11494252873563218
0.96	7	455	0.7260536398467433	0.17049808429118773	0.10344827586206896
0.98	7	460	0.7241379310344828	0.17624521072796934	0.09961685823754789
1.0	7	465	0.7375478927203065	0.1743295019157088	0.08812260536398467
0.0	8	200	0.5440613026819924	0.017241379310344827	0.4386973180076628
0.02	8	226	0.5593869731800766	0.034482758620689655	0.4061302681992337
0.04	8	231	0.5498084291187739	0.044061302681992334	0.4061302681992337
0.06	8	248	0.5747126436781609	0.04789272030651341	0.3773946360153257
0.08	8	257	0.5574712643678161	0.06513409961685823	0.3773946360153257
0.1	8	281	0.5766283524904214	0.07854406130268199	0.3448275862068966
0.12	8	284	0.5517241379310345	0.09386973180076628	0.3544061302681992
0.14	8	288	0.5325670498084292	0.10727969348659004	0.36015325670498083
0.16	8	292	0.5325670498084292	0.1111111111111111	0.3563218390804598
0.18	8	304	0.5440613026819924	0.11685823754789272	0.3390804597701149
0.2	8	307	0.5344827586206896	0.12452107279693486	0.34099616858237547
0.22	8	323	0.553639846743295	0.13026819923371646	0.3160919540229885
0.24	8	337	0.5766283524904214	0.13218390804597702	0.29118773946360155
0.26	8	347	0.5919540229885057	0.13409961685823754	0.2739463601532567
0.28	8	350	0.5977011494252874	0.13409961685823754	0.2681992337164751
0.3	8	353	0.6187739463601533	0.12643678160919541	0.2547892720306513
0.32	8	364	0.6398467432950191	0.12643678160919541	0.23371647509578544
0.34	8	368	0.6398467432950191	0.13026819923371646	0.22988505747126436
0.36	8	367	0.6379310344827587	0.13026819923371646	0.23180076628352492
0.38	8	365	0.6226053639846744	0.1360153256704981	0.2413793103448276
0.4	8	370	0.6283524904214559	0.13793103448275862	0.23371647509578544
0.42	8	379	0.6302681992337165	0.14559386973180077	0.22413793103448276
0.44	8	385	0.6379310344827587	0.1475095785440613	0.21455938697318008
0.46	8	379	0.6340996168582376	0.14367816091954022	0.2222222222222222
0.48	8	387	0.6455938697318008	0.14559386973180077	0.20881226053639848
0.5	8	391	0.6532567049808429	0.14559386973180077	0.20114942528735633
0.52	8	398	0.6551724137931034	0.15134099616858238	0.19348659003831417
0.54	8	394	0.6513409961685823	0.14942528735632185	0.19923371647509577
0.56	8	397	0.657088122605364	0.14942528735632185	0.19348659003831417
0.58	8	404	0.6704980842911877	0.14942528735632185	0.18007662835249041
0.6	8	418	0.685823754789272	0.15517241379310345	0.15900383141762453
0.62	8	420	0.6973180076628352	0.15134099616858238	0.15134099616858238
0.64	8	421	0.6839080459770115	0.15900383141762453	0.15708812260536398
0.66	8	426	0.685823754789272	0.16283524904214558	0.15134099616858238
0.68	8	425	0.6839080459770115	0.16283524904214558	0.1532567049808429
0.7000000000000001	8	427	0.6915708812260536	0.16091954022988506	0.1475095785440613
0.72	8	426	0.6896551724137931	0.16091954022988506	0.14942528735632185
0.74	8	425	0.6915708812260536	0.15900383141762453	0.14942528735632185
0.76	8	428	0.685823754789272	0.16475095785440613	0.14942528735632185
0.78	8	427	0.6839080459770115	0.16475095785440613	0.15134099616858238
0.8	8	420	0.6819923371647509	0.15900383141762453	0.15900383141762453
0.8200000000000001	8	425	0.6954022988505747	0.15708812260536398	0.1475095785440613
0.84	8	423	0.6839080459770115	0.16091954022988506	0.15517241379310345
0.86	8	425	0.6915708812260536	0.15900383141762453	0.14942528735632185
0.88	8	430	0.6973180076628352	0.16091954022988506	0.1417624521072797
0.9	8	435	0.7068965517241379	0.16091954022988506	0.13218390804597702
0.92	8	440	0.7088122605363985	0.16475095785440613	0.12643678160919541
0.9400000000000001	8	447	0.7183908045977011	0.16666666666666666	0.11494252873563218
0.96	8	450	0.7241379310344828	0.16666666666666666	0.10919540229885058
0.98	8	452	0.7279693486590039	0.16666666666666666	0.1053639846743295
1.0	8	453	0.7298850574712644	0.16666666666666666	0.10344827586206896
0.0	9	200	0.5440613026819924	0.017241379310344827	0.4386973180076628
0.02	9	249	0.5996168582375478	0.03639846743295019	0.36398467432950193
0.04	9	256	0.578544061302682	0.05363984674329502	0.367816091954023
0.06	9	264	0.5862068965517241	0.05747126436781609	0.3563218390804598
0.08	9	257	0.553639846743295	0.06704980842911877	0.3793103448275862
0.1	9	271	0.5498084291187739	0.08237547892720307	0.367816091954023
0.12	9	276	0.5287356321839081	0.09770114942528736	0.3735632183908046
0.14	9	291	0.5306513409961686	0.1111111111111111	0.35823754789272033
0.16	9	302	0.5210727969348659	0.12643678160919541	0.3524904214559387
0.18	9	315	0.5383141762452107	0.13026819923371646	0.3314176245210728
0.2	9	325	0.5459770114942529	0.1360153256704981	0.31800766283524906
0.22	9	333	0.5804597701149425	0.12643678160919541	0.29310344827586204
0.24	9	347	0.5881226053639846	0.1360153256704981	0.27586206896551724
0.26	9	349	0.5804597701149425	0.1417624521072797	0.2777777777777778
0.28	9	362	0.5938697318007663	0.1475095785440613	0.25862068965517243
0.3	9	368	0.6091954022988506	0.14559386973180077	0.24521072796934865
0.32	9	365	0.60727969348659	0.14367816091954022	0.24904214559386972
0.34	9	370	0.6053639846743295	0.14942528735632185	0.24521072796934865
0.36	9	383	0.6340996168582376	0.1475095785440613	0.21839080459770116
0.38	9	385	0.6455938697318008	0.14367816091954022	0.210727969348659
0.4	9	387	0.6455938697318008	0.14559386973180077	0.20881226053639848
0.42	9	400	0.6666666666666666	0.1475095785440613	0.18582375478927204
0.44	9	408	0.6743295019157088	0.15134099616858238	0.1743295019157088
0.46	9	418	0.6934865900383141	0.15134099616858238	0.15517241379310345
0.48	9	417	0.6915708812260536	0.15134099616858238	0.15708812260536398
0.5	9	415	0.6839080459770115	0.1532567049808429	0.16283524904214558
0.52	9	410	0.6819923371647509	0.14942528735632185	0.1685823754789272
0.54	9	416	0.6781609195402298	0.15708812260536398	0.16475095785440613
0.56	9	421	0.6800766283524904	0.16091954022988506	0.15900383141762453
0.58	9	417	0.6800766283524904	0.15708812260536398	0.16283524904214558
0.6	9	415	0.6724137931034483	0.15900383141762453	0.1685823754789272
0.62	9	413	0.6762452107279694	0.15517241379310345	0.1685823754789272
0.64	9	423	0.6877394636015326	0.15900383141762453	0.1532567049808429
0.66	9	428	0.6819923371647509	0.16666666666666666	0.15134099616858238
0.68	9	435	0.6877394636015326	0.17049808429118773	0.1417624521072797
0.7000000000000001	9	438	0.6934865900383141	0.17049808429118773	0.1360153256704981
0.72	9	448	0.6973180076628352	0.1781609195402299	0.12452107279693486
0.74	9	453	0.710727969348659	0.17624521072796934	0.11302681992337164
0.76	9	449	0.7068965517241379	0.1743295019157088	0.11877394636015326
0.78	9	440	0.6934865900383141	0.1724137931034483	0.13409961685823754
0.8	9	442	0.7126436781609196	0.16475095785440613	0.12260536398467432
0.8200000000000001	9	443	0.7068965517241379	0.1685823754789272	0.12452107279693486
0.84	9	449	0.7222222222222222	0.16666666666666666	0.1111111111111111
0.86	9	449	0.7260536398467433	0.16475095785440613	0.10919540229885058
0.88	9	442	0.7164750957854407	0.16283524904214558	0.1206896551724138
0.9	9	442	0.7241379310344828	0.15900383141762453	0.11685823754789272
0.92	9	441	0.7183908045977011	0.16091954022988506	0.1206896551724138
0.9400000000000001	9	446	0.735632183908046	0.15708812260536398	0.10727969348659004
0.96	9	449	0.7375478927203065	0.15900383141762453	0.10344827586206896
0.98	9	446	0.735632183908046	0.15708812260536398	0.10727969348659004
1.0	9	446	0.7318007662835249	0.15900383141762453	0.10919540229885058
0.0	3	200	0.5440613026819924	0.017241379310344827	0.4386973180076628
0.02	3	238	0.5632183908045977	0.044061302681992334	0.39272030651340994
0.04	3	254	0.578544061302682	0.05172413793103448	0.36973180076628354
0.06	3	251	0.5766283524904214	0.04980842911877394	0.3735632183908046
0.08	3	265	0.5881226053639846	0.05747126436781609	0.3544061302681992
0.1	3	282	0.5862068965517241	0.07471264367816093	0.3390804597701149
0.12	3	276	0.5555555555555556	0.0842911877394636	0.36015325670498083
0.14	3	293	0.5574712643678161	0.09961685823754789	0.342911877394636
0.16	3	294	0.5517241379310345	0.10344827586206896	0.3448275862068966
0.18	3	307	0.5766283524904214	0.10344827586206896	0.31992337164750956
0.2	3	314	0.5555555555555556	0.1206896551724138	0.32375478927203066
0.22	3	317	0.5651340996168582	0.11877394636015326	0.3160919540229885
0.24	3	331	0.5727969348659003	0.12835249042145594	0.2988505747126437
0.26	3	350	0.5938697318007663	0.1360153256704981	0.27011494252873564
0.28	3	342	0.5977011494252874	0.12643678160919541	0.27586206896551724
0.3	3	352	0.6091954022988506	0.13026819923371646	0.26053639846743293
0.32	3	361	0.6302681992337165	0.12835249042145594	0.2413793103448276
0.34	3	361	0.6340996168582376	0.12643678160919541	0.23946360153256704
0.36	3	359	0.6302681992337165	0.12643678160919541	0.24329501915708812
0.38	3	363	0.6302681992337165	0.13026819923371646	0.23946360153256704
0.4	3	372	0.6398467432950191	0.13409961685823754	0.2260536398467433
0.42	3	374	0.6475095785440613	0.13218390804597702	0.22030651340996169
0.44	3	378	0.6590038314176245	0.13026819923371646	0.210727969348659
0.46	3	385	0.6724137931034483	0.13026819923371646	0.19731800766283525
0.48	3	398	0.6934865900383141	0.13218390804597702	0.1743295019157088
0.5	3	396	0.6934865900383141	0.13026819923371646	0.17624521072796934
0.52	3	409	0.7030651340996169	0.13793103448275862	0.15900383141762453
0.54	3	405	0.6915708812260536	0.13984674329501914	0.1685823754789272
0.56	3	412	0.6973180076628352	0.14367816091954022	0.15900383141762453
0.58	3	406	0.6896551724137931	0.1417624521072797	0.1685823754789272
0.6	3	403	0.7030651340996169	0.13218390804597702	0.16475095785440613
0.62	3	412	0.7088122605363985	0.13793103448275862	0.1532567049808429
0.64	3	421	0.7145593869731801	0.14367816091954022	0.1417624521072797
0.66	3	428	0.7241379310344828	0.14559386973180077	0.13026819923371646
0.68	3	427	0.710727969348659	0.15134099616858238	0.13793103448275862
0.7000000000000001	3	433	0.7183908045977011	0.1532567049808429	0.12835249042145594
0.72	3	434	0.7126436781609196	0.15708812260536398	0.13026819923371646
0.74	3	437	0.710727969348659	0.16091954022988506	0.12835249042145594
0.76	3	437	0.7145593869731801	0.15900383141762453	0.12643678160919541
0.78	3	441	0.7183908045977011	0.16091954022988506	0.1206896551724138
0.8	3	441	0.7145593869731801	0.16283524904214558	0.12260536398467432
0.8200000000000001	3	446	0.7203065134099617	0.16475095785440613	0.11494252873563218
0.84	3	446	0.7279693486590039	0.16091954022988506	0.1111111111111111
0.86	3	446	0.735632183908046	0.15708812260536398	0.10727969348659004
0.88	3	448	0.7432950191570882	0.15517241379310345	0.10153256704980843
0.9	3	455	0.7452107279693486	0.16091954022988506	0.09386973180076628
0.92	3	455	0.7452107279693486	0.16091954022988506	0.09386973180076628
0.9400000000000001	3	454	0.7471264367816092	0.15900383141762453	0.09386973180076628
0.96	3	460	0.7471264367816092	0.16475095785440613	0.08812260536398467
0.98	3	462	0.7471264367816092	0.16666666666666666	0.08620689655172414
1.0	3	460	0.7432950191570882	0.16666666666666666	0.09003831417624521
0.0	6	200	0.5440613026819924	0.017241379310344827	0.4386973180076628
0.02	6	222	0.5593869731800766	0.03065134099616858	0.4099616858237548
0.04	6	237	0.5613026819923371	0.044061302681992334	0.3946360153256705
0.06	6	259	0.5613026819923371	0.06513409961685823	0.3735632183908046
0.08	6	272	0.5670498084291188	0.07471264367816093	0.35823754789272033
0.1	6	277	0.5613026819923371	0.08237547892720307	0.3563218390804598
0.12	6	291	0.5727969348659003	0.09003831417624521	0.3371647509578544
0.14	6	299	0.5804597701149425	0.09386973180076628	0.32567049808429116
0.16	6	299	0.5727969348659003	0.09770114942528736	0.32950191570881227
0.18	6	311	0.5651340996168582	0.11302681992337164	0.3218390804597701
0.2	6	323	0.5804597701149425	0.11685823754789272	0.30268199233716475
0.22	6	324	0.5708812260536399	0.12260536398467432	0.3065134099616858
0.24	6	341	0.5727969348659003	0.13793103448275862	0.289272030651341
0.26	6	337	0.5651340996168582	0.13793103448275862	0.29693486590038315
0.28	6	356	0.5747126436781609	0.15134099616858238	0.2739463601532567
0.3	6	363	0.5919540229885057	0.14942528735632185	0.25862068965517243
0.32	6	363	0.5957854406130269	0.1475095785440613	0.2567049808429119
0.34	6	371	0.6111111111111112	0.1475095785440613	0.2413793103448276
0.36	6	374	0.6168582375478927	0.1475095785440613	0.23563218390804597
0.38	6	383	0.6226053639846744	0.1532567049808429	0.22413793103448276
0.4	6	380	0.6130268199233716	0.15517241379310345	0.23180076628352492
0.42	6	387	0.6226053639846744	0.15708812260536398	0.22030651340996169
0.44	6	392	0.6283524904214559	0.15900383141762453	0.21264367816091953
0.46	6	400	0.6398467432950191	0.16091954022988506	0.19923371647509577
0.48	6	398	0.6436781609195402	0.15708812260536398	0.19923371647509577
0.5	6	401	0.6647509578544061	0.14942528735632185	0.18582375478927204
0.52	6	393	0.6532567049808429	0.1475095785440613	0.19923371647509577
0.54	6	400	0.6666666666666666	0.1475095785440613	0.18582375478927204
0.56	6	413	0.6724137931034483	0.15708812260536398	0.17049808429118773
0.58	6	414	0.6743295019157088	0.15708812260536398	0.1685823754789272
0.6	6	416	0.6781609195402298	0.15708812260536398	0.16475095785440613
0.62	6	423	0.6877394636015326	0.15900383141762453	0.1532567049808429
0.64	6	425	0.6915708812260536	0.15900383141762453	0.14942528735632185
0.66	6	432	0.7049808429118773	0.15900383141762453	0.1360153256704981
0.68	6	435	0.7068965517241379	0.16091954022988506	0.13218390804597702
0.7000000000000001	6	433	0.6954022988505747	0.16475095785440613	0.13984674329501914
0.72	6	439	0.7068965517241379	0.16475095785440613	0.12835249042145594
0.74	6	445	0.7183908045977011	0.16475095785440613	0.11685823754789272
0.76	6	446	0.7164750957854407	0.16666666666666666	0.11685823754789272
